compound_id,compound_name,producing_organism,mibig_cluster,canonical_smiles,lipid_tail_smiles
160,Cyrmenin B1,Cystobacter armeniaca Cb a24,,C=C(NC(=O)C(C)=CC=CCCCCCCC)C(=O)NC(=COC)C(=O)OC,C=C(NC(=O)C(C)=CC=CCCCCCCC)C(=O)NC(=COC)C(=O)OC
161,Cyrmenin B2,Cystobacter armeniaca Cb a24,,C=C(NC(=O)C(C)=CC=CCCCCC(C)C)C(=O)NC(=COC)C(=O)OC,C=C(NC(=O)C(C)=CC=CCCCCC(C)C)C(=O)NC(=COC)C(=O)OC
162,Cystargamide,Kitasatospora cystarginea,,CCCCCCCC1OC1C(=O)NC1C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(=O)O)C(=O)NC(Cc2c[nH]c3ccc(O)cc23)C(=O)NC(c2ccc(O)cc2)C(=O)NCC(=O)OC1C,CCCCCCCC1OC1C(=O)O
163,Cystomanamide B,Cystobacter fuscus MCy9118,,CC(C)CCCCCC(N)CC(=O)NC(CC(N)=O)C(=O)NC(C(=O)NC(C(=O)OCC(O)C(=O)NC(Cc1ccc(O)cc1)C(=O)O)C(O)c1ccccc1)C(O)C(N)=O,CC(C)CCCCCC(N)CC(=O)NC(CC(N)=O)C(=O)NC(C(=O)NC(C(=O)OCC(O)C(=O)O)C(O)c1ccccc1)C(O)C(N)=O
164,Daptomycin,Streptomyces roseosporus NRRL 11379,BGC0000336,CCCCCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NCC(=O)NC(CCCN)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CO)C(=O)NC(C(C)CC(=O)O)C(=O)NC(CC(=O)c2ccccc2N)C(=O)OC1C,CCCCCCCCCC(=O)O
165,Echinocandin B,Aspergillus rugulosus NRRL 8113,,CCCCCC=CCC=CCCCCCCCC(=O)NC1CC(O)C(O)NC(=O)C2C(O)C(C)CN2C(=O)C(C(C)O)NC(=O)C(C(O)C(O)c2ccc(O)cc2)NC(=O)C2CC(O)CN2C(=O)C(C(C)O)NC1=O,CCCCCC=CCC=CCCCCCCCC(=O)O
169,Enamidonin,Streptomyces sp. 91-75,,CC(O)CCC=CCCCC=CC=CC(=O)NC=CC(=O)NCC1NC(=O)C(Cc2ccccc2)NC(=O)CN2C(=O)C(CNC1=O)NC2(C)C,CC(O)CCC=CCCCC=CC=CC(=O)NC=CC(=O)NCC(NC(=O)C(N)Cc1ccccc1)C(=O)NCC(NC(C)C)C(=O)O
170,Enduracidin,Streptomyces fungicidicus,BGC0000341,CC(C)CCCCC=CC=CC(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(c2ccc(O)cc2)C(=O)NC(CCCN)C(=O)NC(C(C)O)C(=O)NC(c2ccc(O)cc2)C(=O)NC(c2ccc(O)cc2)C(=O)NC(C(C)O)C(=O)NC(CCCNC(N)=O)C(=O)NC(CC2CNC(=N)N2)C(=O)NC(c2ccc(O)c(Cl)c2)C(=O)NC(CO)C(=O)NC(c2cc(Cl)c(O)c(Cl)c2)C(=O)NCC(=O)NC(CC2CNC(=N)N2)C(=O)NC(C)C(=O)NC(c2ccc(O)cc2)C(=O)OC1C,CC(C)CCCCC=CC=CC(=O)O
171,Enduracidin A,Streptomyces fungicidicus,BGC0000341,CC(C)CCCCC=CC=CC(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(c2ccc(O)cc2)C(=O)NC(CCCN)C(=O)NC(C(C)O)C(=O)NC(c2ccc(O)cc2)C(=O)NC(c2ccc(O)cc2)C(=O)NC(C(C)O)C(=O)NC(CCCNC(N)=O)C(=O)NC(CC2CNC(N)=N2)C(=O)NC(c2ccc(O)cc2)C(=O)NC(CO)C(=O)NC(c2cc(Cl)c(O)c(Cl)c2)C(=O)NCC(=O)NC(CC2CNC(N)=N2)C(=O)NC(C)C(=O)NC(c2ccc(O)cc2)C(=O)OC1C,CC(C)CCCCC=CC=CC(=O)O
172,Enduracidin B,Streptomyces fungicidicus,BGC0000341,CCC(C)CCCCC=CC=CC(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(c2ccc(O)cc2)C(=O)NC(CCCN)C(=O)NC(C(C)O)C(=O)NC(c2ccc(O)cc2)C(=O)NC(c2ccc(O)cc2)C(=O)NC(C(C)O)C(=O)NC(CCCNC(N)=O)C(=O)NC(CC2CNC(N)=N2)C(=O)NC(c2ccc(O)cc2)C(=O)NC(CO)C(=O)NC(c2cc(Cl)c(O)c(Cl)c2)C(=O)NCC(=O)NC(CC2CNC(N)=N2)C(=O)NC(C)C(=O)NC(c2ccc(O)cc2)C(=O)OC1C,CCC(C)CCCCC=CC=CC(=O)O
174,Feglymycin,Streptomyces sp. DSM 11171,BGC0001233,CC(C)C(NC(=O)C(NC(=O)C(N)c1ccc(O)cc1)c1cc(O)cc(O)c1)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O)c1ccc(O)cc1)c1cc(O)cc(O)c1)C(C)C)c1cc(O)cc(O)c1)c1ccc(O)cc1)c1cc(O)cc(O)c1)c1ccc(O)cc1)c1cc(O)cc(O)c1,NC(C(=O)O)c1ccc(O)cc1
175,Fellutamide A,Penicillium fellutanum,BGC0001399,CCCCCCCCCC(O)CC(=O)NC(CC(N)=O)C(=O)NC(C(=O)NC(C=O)CC(C)C)C(O)CC(N)=O,CCCCCCCCCC(O)CC(=O)NC(CC(N)=O)C(=O)NC(C(=O)NC(C=O)CC(C)C)C(O)CC(N)=O
176,Fengycin,Bacillus subtilis sp. F-29-3,BGC0001095,CCCCCCCCCCCCCC(O)CC(=O)NC(CCC(=O)O)C(=O)NC(CCCN)C(=O)NC1Cc2ccc(cc2)OC(=O)C(C(C)CC)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCC(N)=O)NC(=O)C2CCCN2C(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)O)NC1=O,CCCCCCCCCCCCCC(O)CC(=O)O
177,Fortuitine A,Mycobacterium fortuitum,,CCCCCCCCCCCCCCCCCCCC(=O)NC(C(=O)N(C)C(CC(C)C)C(=O)NC(C(=O)NC(C(=O)N(C)C(CC(C)C)C(=O)NC(C(=O)NC(C(=O)NC(C)C(=O)N1CCCC1C(=O)OC)C(C)OC(C)=O)C(C)OC(C)=O)C(C)C)C(C)C)C(C)C,CCCCCCCCCCCCCCCCCCCC(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(C(=O)NC(C)C(=O)N1CCCC1C(=O)OC)C(C)OC(C)=O)C(C)OC(C)=O)C(C)C)C(C)C)C(C)C
178,Fortuitine B,Mycobacterium fortuitum,,CCCCCCCCCCCCCCCCCCCCCC(=O)NC(C(=O)N(C)C(CC(C)C)C(=O)NC(C(=O)NC(C(=O)N(C)C(CC(C)C)C(=O)NC(C(=O)NC(C(=O)NC(C)C(=O)N1CCCC1C(=O)OC)C(C)OC(C)=O)C(C)OC(C)=O)C(C)C)C(C)C)C(C)C,CCCCCCCCCCCCCCCCCCCCCC(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(C(=O)NC(C)C(=O)N1CCCC1C(=O)OC)C(C)OC(C)=O)C(C)OC(C)=O)C(C)C)C(C)C)C(C)C
179,Friulimicin,Actinoplanes friuliensis DSM 7358,BGC0000354,CC(C)CCCCCCC=CCC(=O)NC(CC(N)=O)C(=O)NC1C(=O)N2CCCCC2C(=O)NC(C(C)C(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(C)N)C(=O)NC(C(C)C)C(=O)N2CCCC2C(=O)NC1C,CC(C)CCCCCCC=CCC(=O)O
180,Friulimicin A,Actinoplanes friuliensis DSM 7358,BGC0000354,CC(C)CCCCCCC=CCC(=O)NC(CC(N)=O)C(=O)NC1C(=O)N2CCCCC2C(=O)NC(C(C)C(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(C)N)C(=O)NC(C(C)C)C(=O)N2CCCC2C(=O)NC1C,CC(C)CCCCCCC=CCC(=O)O
181,Friulimicin B,Actinoplanes friuliensis DSM 7358,BGC0000354,CC(C)CCCCCCCC=CCC(=O)NC(CC(N)=O)C(=O)NC1C(=O)N2CCCCC2C(=O)NC(C(C)C(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(C)N)C(=O)NC(C(C)C)C(=O)N2CCCC2C(=O)NC1C,CC(C)CCCCCCCC=CCC(=O)O
182,Friulimicin C,Actinoplanes friuliensis DSM 7358,BGC0000354,CCC(C)CCCCCC=CCC(=O)NC(CC(N)=O)C(=O)NC1C(=O)N2CCCCC2C(=O)NC(C(C)C(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(C)N)C(=O)NC(C(C)C)C(=O)N2CCCC2C(=O)NC1C,CCC(C)CCCCCC=CCC(=O)O
183,Friulimicin D,Actinoplanes friuliensis DSM 7358,BGC0000354,CCC(C)CCCCCCCC=CCC(=O)NC(CC(N)=O)C(=O)NC1C(=O)N2CCCCC2C(=O)NC(C(C)C(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(C)N)C(=O)NC(C(C)C)C(=O)N2CCCC2C(=O)NC1C,CCC(C)CCCCCCCC=CCC(=O)O
184,Fusaricidin A,Paenibacillus polymyxa KT-8,BGC0001152,CC1NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)C(NC(=O)CC(O)CCCCCCCCCCCCNC(=N)N)C(C)OC1=O,N=C(N)NCCCCCCCCCCCCC(O)CC(=O)O
185,Fusaricidin B,Paenibacillus polymyxa KT-8,BGC0001152,CC1NC(=O)C(CCC(N)=O)NC(=O)C(C(C)O)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)C(NC(=O)CC(O)CCCCCCCCCCCCNC(=N)N)C(C)OC1=O,N=C(N)NCCCCCCCCCCCCC(O)CC(=O)O
186,Fusaricidin C,Paenibacillus polymyxa KT-8,BGC0001152,CC1NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)C)NC(=O)C(NC(=O)CC(O)CCCCCCCCCCCCNC(=N)N)C(C)OC1=O,N=C(N)NCCCCCCCCCCCCC(O)CC(=O)O
187,Fusaricidin D,Paenibacillus polymyxa KT-8,BGC0001152,CC1NC(=O)C(CCC(N)=O)NC(=O)C(C(C)O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)C)NC(=O)C(NC(=O)CC(O)CCCCCCCCCCCCNC(=N)N)C(C)OC1=O,N=C(N)NCCCCCCCCCCCCC(O)CC(=O)O
188,Fuscopeptin A,Pseudomonas fuscovaginae,,CC=C(NC(=O)C(NC(=O)C(C)NC(=O)C(NC(=O)C(C)NC(=O)CNC(=O)C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C1CCCN1C(=O)C(=CC)NC(=O)CC(O)CCCCC)C(C)C)C(C)C)C(C)C)C(=O)NC1C(=O)NC(C)C(=O)NC(CCN)C(=O)NC(CCN)C(=O)NC(Cc2ccccc2)C(=O)OC1C,CCCCCC(O)CC(=O)O
189,Fuscopeptin B,Pseudomonas fuscovaginae,,CC=C(NC(=O)C(NC(=O)C(C)NC(=O)C(NC(=O)C(C)NC(=O)CNC(=O)C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C1CCCN1C(=O)C(=CC)NC(=O)CC(O)CCCCCCC)C(C)C)C(C)C)C(C)C)C(=O)NC1C(=O)NC(C)C(=O)NC(CCN)C(=O)NC(CCN)C(=O)NC(Cc2ccccc2)C(=O)OC1C,CCCCCCCC(O)CC(=O)O
190,Gacamide A,Pseudomonas fluorescens Pf0-1,BGC0001842 ,CCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC1COC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC1=O)C(C)CC,CCCCCCCC(O)CC(=O)O
191,Glidobactin A,Polyangium brachysporum sp. nov. No. K481-B101 (ATCC 53580),BGC0000997,CCCCCCCC=CC=CC(=O)NC(C(=O)NC1CC(O)CCNC(=O)C=CC(C)NC1=O)C(C)O,CCCCCCCC=CC=CC(=O)NC(C(=O)NC(CC(O)CCN)C(=O)NC(C)C=CC(=O)O)C(C)O
192,Glidobactin B,Polyangium brachysporum sp. nov. No. K481-B101 (ATCC 53580),BGC0000997,CCCCCCC=CCC=CC=CC(=O)NC(C(=O)NC1CC(O)CCNC(=O)C=CC(C)NC1=O)C(C)O,CCCCCCC=CCC=CC=CC(=O)NC(C(=O)NC(CC(O)CCN)C(=O)NC(C)C=CC(=O)O)C(C)O
193,Glidobactin C,Polyangium brachysporum sp. nov. No. K481-B101 (ATCC 53580),BGC0000997,CCCCCCCCCC=CC=CC(=O)NC(C(=O)NC1CC(O)CCNC(=O)C=CC(C)NC1=O)C(C)O,CCCCCCCCCC=CC=CC(=O)NC(C(=O)NC(CC(O)CCN)C(=O)NC(C)C=CC(=O)O)C(C)O
194,Glidobactin D,Polyangium brachysporum sp. nov. No. K481-B101 (ATCC 53580),BGC0000997,CCC(O)CCCCC=CC=CC(=O)NC(C(=O)NC1CC(O)CCNC(=O)C=CC(C)NC1=O)C(C)O,CCC(O)CCCCC=CC=CC(=O)NC(C(=O)NC(CC(O)CCN)C(=O)NC(C)C=CC(=O)O)C(C)O
195,Glidobactin E,Polyangium brachysporum sp. nov. No. K481-B101 (ATCC 53580),BGC0000997,CCCCCC(O)CC=CC=CC(=O)NC(C(=O)NC1CC(O)CCNC(=O)C=CC(C)NC1=O)C(C)O,CCCCCC(O)CC=CC=CC(=O)NC(C(=O)NC(CC(O)CCN)C(=O)NC(C)C=CC(=O)O)C(C)O
196,Glidobactin F,Polyangium brachysporum sp. nov. No. K481-B101 (ATCC 53580),BGC0000997,CCCCCC=CC=CC(=O)NC(C(=O)NC1CC(O)CCNC(=O)C=CC(C)NC1=O)C(C)O,CCCCCC=CC=CC(=O)NC(C(=O)NC(CC(O)CCN)C(=O)NC(C)C=CC(=O)O)C(C)O
197,Glidobactin G,Polyangium brachysporum sp. nov. No. K481-B101 (ATCC 53580),BGC0000997,CCCCCCCC=CC=CC(=O)NC(C(=O)NC1CC(O)CCNC(=O)C=CC(CO)NC1=O)C(C)O,CCCCCCCC=CC=CC(=O)NC(C(=O)NC(CC(O)CCN)C(=O)NC(C=CC(=O)O)CO)C(C)O
199,Glycinocin A,Streptomyces sp.,,CCC(C)C1NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C2CCCCN2C(=O)C(NC(=O)C(CC(=O)O)NC(=O)C=CCCCCCCCCCC(C)C)CNC(=O)C2CCCN2C1=O,CC(C)CCCCCCCCCC=CC(=O)O
200,Glycinocin B,Streptomyces sp.,,CCC(C)C1NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C2CCCCN2C(=O)C(NC(=O)C(CC(=O)O)NC(=O)C=CCCCCCCCCCCC(C)C)CNC(=O)C2CCCN2C1=O,CC(C)CCCCCCCCCCC=CC(=O)O
201,Glycinocin C,Streptomyces sp.,,CCC(C)C1NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C2CCCCN2C(=O)C(NC(=O)C(CC(=O)O)NC(=O)C=CCCCCCCCCC(C)C)CNC(=O)C2CCCN2C1=O,CC(C)CCCCCCCCC=CC(=O)O
202,Glycinocin D,Streptomyces sp.,,CC(C)CCCCCCCCCC=CC(=O)NC(CC(=O)O)C(=O)NC1CNC(=O)C2CCCN2C(=O)C(C(C)C)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C2CCCCN2C1=O,CC(C)CCCCCCCCCC=CC(=O)O
203,Gordonin 1,Gordona hydrophobica 1775/15,,CCCCCCCCCCCCCCCCCC1CC(=O)NC(CO)C(=O)NC(Cc2ccccc2)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(C(C)OC2OC(CO)C(O)C(O)C2O)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CO)C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NC(C(C)C)C(=O)O1,CCCCCCCCCCCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CO)C(C)OC1OC(CO)C(O)C(O)C1O)C(C)C)C(C)C
204,Gordonin 2,Gordona hydrophobica 1775/15,,CCCCCCCCCCCCCCCCCC1CC(=O)NC(CO)C(=O)NC(Cc2ccccc2)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(C(C)OC2OC(CO)C(O)C(O)C2O)C(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NC(C(C)C)C(=O)NC(CO)C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NC(C(C)C)C(=O)O1,CCCCCCCCCCCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CO)C(C)OC1OC(CO)C(O)C(O)C1O)C(C)C)C(C)C
205,Gordonin 3,Gordona hydrophobica 1775/15,,CCCCCCCCCCCCCCCCCCCC1CC(=O)NC(CO)C(=O)NC(Cc2ccccc2)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(C(C)OC2OC(CO)C(O)C(O)C2O)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CO)C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NC(C(C)C)C(=O)O1,CCCCCCCCCCCCCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CO)C(C)OC1OC(CO)C(O)C(O)C1O)C(C)C)C(C)C
206,Gordonin 4,Gordona hydrophobica 1775/15,,CCCCCCCCCCCCCCCCCCCC1CC(=O)NC(CO)C(=O)NC(Cc2ccccc2)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(C(C)OC2OC(CO)C(O)C(O)C2O)C(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NC(C(C)C)C(=O)NC(CO)C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NC(C(C)C)C(=O)O1,CCCCCCCCCCCCCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CO)C(C)OC1OC(CO)C(O)C(O)C1O)C(C)C)C(C)C
208,Halobacillin,Bacillus sp. CND-914,,CCCCCCCCCCCCC1CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)O1,CCCCCCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(C)CC
209,Hassallidin A,Hassallia sp.,BGC0000369,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(O)C(O)CCCCCCCCCCC)C(C)O)C(C)OC(=O)C(CCC(N)=O)NC(=O)C(C(C)OC2OC(CO)C(O)C(O)C2O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,CCCCCCCCCCCC(O)C(O)C(=O)O
210,Hassallidin B,Hassallia sp.,BGC0000369,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCC)OC2OC(C)C(O)C(O)C2O)C(C)O)C(C)OC(=O)C(CCC(N)=O)NC(=O)C(C(C)OC2OC(CO)C(O)C(O)C2O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,CCCCCCCCCCCC(OC1OC(C)C(O)C(O)C1O)C(C)C(=O)O
211,Hassallidin C1,Hassallia sp.,BGC0000369,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)O)C(C)OC(=O)C(CCC(N)=O)NC(=O)C(C(C)OC2OC(COC(C)=O)C(OC(C)=O)C(O)C2O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,CCCCCCCCCCCCCC(OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C1O)C(C)C(=O)O
212,Hassallidin C2,Hassallia sp.,BGC0000369,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)O)C(C)OC(=O)C(CCC(N)=O)NC(=O)C(C(C)OC2OC(COC(C)=O)C(O)C(OC(C)=O)C2O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,CCCCCCCCCCCCCC(OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C1O)C(C)C(=O)O
213,Hassallidin C3,Hassallia sp.,BGC0000369,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)O)C(C)OC(=O)C(CCC(N)=O)NC(=O)C(C(C)OC2OC(COC(C)=O)C(O)C(O)C2OC(C)=O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,CCCCCCCCCCCCCC(OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C1O)C(C)C(=O)O
214,Hassallidin C4,Hassallia sp.,BGC0000369,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)O)C(C)OC(=O)C(CCC(N)=O)NC(=O)C(C(C)OC2OC(CO)C(OC(C)=O)C(O)C2OC(C)=O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,CCCCCCCCCCCCCC(OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C1O)C(C)C(=O)O
215,Hassallidin C5,Hassallia sp.,BGC0000369,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)O)C(C)OC(=O)C(CCC(N)=O)NC(=O)C(C(C)OC2OC(CO)C(O)C(OC(C)=O)C2OC(C)=O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,CCCCCCCCCCCCCC(OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C1O)C(C)C(=O)O
216,Hassallidin C6,Hassallia sp.,BGC0000369,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)O)C(C)OC(=O)C(CCC(N)=O)NC(=O)C(C(C)OC2OC(CO)C(OC(C)=O)C(OC(C)=O)C2O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,CCCCCCCCCCCCCC(OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C1O)C(C)C(=O)O
217,Hassallidin D1,Hassallia sp.,BGC0000369,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)OC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)OC2OC(COC(C)=O)C(OC(C)=O)C(O)C2O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,CCCCCCCCCCCCCC(OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C1O)C(C)C(=O)O
218,Hassallidin D2,Hassallia sp.,BGC0000369,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)OC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)OC2OC(COC(C)=O)C(O)C(OC(C)=O)C2O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,CCCCCCCCCCCCCC(OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C1O)C(C)C(=O)O
